time,workerID
1601337446545601000,g12c0
1601337446545603000,g40c0
1601337446545624000,g31c0
1601337446545627000,g25c0
1601337446545646000,g0c0
1601337446545650000,g5c0
1601337446545653000,g8c0
1601337446545659000,g42c0
1601337446545668000,g26c0
1601337446545672000,g19c0
1601337446545684000,g21c0
1601337446545688000,g47c0
1601337446545691000,g17c0
1601337446545694000,g30c0
1601337446545712000,g2c0
1601337446545717000,g44c0
1601337446545723000,g34c0
1601337446545736000,g7c0
1601337446545776000,g28c0
1601337446545781000,g37c0
1601337446545785000,g20c0
1601337446545795000,g9c0
1601337446545801000,g46c0
1601337446545813000,g1c0
1601337446545841000,g18c0
1601337446545844000,g10c0
1601337446545849000,g29c0
1601337446545856000,g14c0
1601337446545876000,g36c0
1601337446545884000,g22c0
1601337446545909000,g41c0
1601337446545913000,g33c0
1601337446545923000,g48c0
1601337446545950000,g39c0
1601337446545954000,g13c0
1601337446545961000,g11c0
1601337446545968000,g49c0
1601337446545972000,g15c0
1601337446545991000,g16c0
1601337446546000000,g3c0
1601337446546319000,g32c0
1601337446546330000,g38c0
1601337446546335000,g40c0
1601337446546338000,g4c0
1601337446546348000,g12c0
1601337446546358000,g6c0
1601337446546364000,g27c0
1601337446546723000,g43c0
1601337446547457000,g24c0
1601337446547472000,g17c0
1601337446547474000,g5c0
1601337446547487000,g26c0
1601337446547490000,g21c0
1601337446547492000,g47c0
1601337446547498000,g45c0
1601337446547501000,g29c0
1601337446547503000,g35c0
1601337446547505000,g19c0
1601337446547507000,g8c0
1601337446547512000,g25c0
1601337446547514000,g0c0
1601337446547524000,g3c0
1601337446547546000,g23c0
1601337446547551000,g31c0
1601337446547556000,g42c0
1601337446547558000,g39c0
1601337446547563000,g48c0
1601337446547581000,g2c0
1601337446547588000,g9c0
1601337446547591000,g41c0
1601337446547610000,g22c0
1601337446547622000,g33c0
1601337446547626000,g6c0
1601337446547628000,g38c0
1601337446547630000,g36c0
1601337446547643000,g13c0
1601337446547647000,g46c0
1601337446547649000,g18c0
1601337446547657000,g14c0
1601337446547672000,g30c0
1601337446547680000,g10c0
1601337446547683000,g32c0
1601337446547685000,g12c0
1601337446547687000,g11c0
1601337446547689000,g7c0
1601337446547701000,g16c0
1601337446547704000,g37c0
1601337446547706000,g4c0
1601337446547709000,g20c0
1601337446547710000,g28c0
1601337447545083000,g12c0
1601337447545104000,g28c0
1601337447545179000,g18c0
1601337447545189000,g40c0
1601337447545192000,g43c0
1601337447545217000,g9c0
1601337447545265000,g17c0
1601337447545303000,g44c0
1601337447545351000,g36c0
1601337447545354000,g33c0
1601337447545368000,g34c0
1601337447545376000,g39c0
1601337447545379000,g20c0
1601337447545397000,g30c0
1601337447545463000,g27c0
1601337447545509000,g48c0
1601337447545552000,g7c0
1601337447545555000,g29c0
1601337447545564000,g0c0
1601337447545570000,g21c0
1601337447545576000,g47c0
1601337447545647000,g41c0
1601337447545672000,g13c0
1601337447545677000,g14c0
1601337447545691000,g1c0
1601337447545697000,g46c0
1601337447545702000,g42c0
1601337447545729000,g16c0
1601337447545749000,g35c0
1601337447545760000,g22c0
1601337447545762000,g3c0
1601337447545773000,g8c0
1601337447545820000,g24c0
1601337447545833000,g6c0
1601337447545847000,g49c0
1601337447545849000,g19c0
1601337447545858000,g23c0
1601337447545866000,g5c0
1601337447545869000,g2c0
1601337447545908000,g15c0
1601337447545912000,g37c0
1601337447547871000,g38c0
1601337447547891000,g4c0
1601337447547893000,g32c0
1601337447547906000,g31c0
1601337447547908000,g45c0
1601337447547910000,g12c0
1601337447547912000,g18c0
1601337447547914000,g44c0
1601337447547916000,g11c0
1601337447547918000,g9c0
1601337447547921000,g28c0
1601337447547923000,g40c0
1601337447547926000,g26c0
1601337447547942000,g17c0
1601337447547956000,g39c0
1601337447547969000,g20c0
1601337447547977000,g48c0
1601337447547980000,g43c0
1601337447547988000,g33c0
1601337447547991000,g25c0
1601337447547993000,g30c0
1601337447547996000,g36c0
1601337447547998000,g10c0
1601337447548020000,g34c0
1601337447548036000,g7c0
1601337447548039000,g27c0
1601337447548041000,g47c0
1601337447548044000,g0c0
1601337447548046000,g21c0
1601337447548048000,g29c0
1601337447548051000,g41c0
1601337447548053000,g42c0
1601337447548055000,g35c0
1601337447548068000,g46c0
1601337447548073000,g16c0
1601337447548076000,g1c0
1601337447548078000,g22c0
1601337447548080000,g13c0
1601337447548082000,g14c0
1601337447548085000,g49c0
1601337447548087000,g2c0
1601337447548099000,g6c0
1601337447548102000,g23c0
1601337447548114000,g37c0
1601337447548124000,g24c0
1601337447548134000,g8c0
1601337447548166000,g15c0
1601337447548182000,g19c0
1601337447548204000,g5c0
1601337447548218000,g3c0
1601337447548354000,g32c0
1601337447548396000,g38c0
1601337447548724000,g45c0
1601337447548740000,g31c0
1601337447548751000,g28c0
1601337447548762000,g11c0
1601337447548764000,g35c0
1601337447548781000,g4c0
1601337447548797000,g18c0
1601337448545048000,g29c0
1601337448545056000,g8c0
1601337448545075000,g46c0
1601337448545094000,g14c0
1601337448545099000,g21c0
1601337448545131000,g0c0
1601337448545138000,g36c0
1601337448545172000,g19c0
1601337448545210000,g30c0
1601337448545222000,g32c0
1601337448545251000,g28c0
1601337448545272000,g26c0
1601337448545277000,g43c0
1601337448545339000,g24c0
1601337448545377000,g17c0
1601337448545389000,g42c0
1601337448545400000,g45c0
1601337448545413000,g47c0
1601337448545416000,g49c0
1601337448545427000,g48c0
1601337448545454000,g16c0
1601337448545467000,g7c0
1601337448545470000,g9c0
1601337448545478000,g35c0
1601337448545487000,g23c0
1601337448545500000,g6c0
1601337448545531000,g4c0
1601337448545583000,g44c0
1601337448545586000,g38c0
1601337448545591000,g11c0
1601337448545595000,g5c0
1601337448545601000,g31c0
1601337448545607000,g37c0
1601337448545609000,g3c0
1601337448545612000,g40c0
1601337448545616000,g18c0
1601337448545626000,g39c0
1601337448545642000,g2c0
1601337448545665000,g20c0
1601337448545685000,g34c0
1601337448545716000,g25c0
1601337448545737000,g12c0
1601337448545741000,g27c0
1601337448545750000,g33c0
1601337448545765000,g1c0
1601337448545767000,g41c0
1601337448545773000,g22c0
1601337448545780000,g21c0
1601337448545786000,g10c0
1601337448545858000,g8c0
1601337448545918000,g15c0
1601337448545929000,g14c0
1601337448545934000,g29c0
1601337448547172000,g26c0
1601337448547186000,g19c0
1601337448547196000,g28c0
1601337448547199000,g0c0
1601337448547201000,g13c0
1601337448547203000,g32c0
1601337448547205000,g36c0
1601337448547207000,g30c0
1601337448547209000,g7c0
1601337448547211000,g46c0
1601337448547235000,g24c0
1601337448547256000,g49c0
1601337448547272000,g43c0
1601337448547274000,g42c0
1601337448547277000,g48c0
1601337448547281000,g16c0
1601337448547297000,g4c0
1601337448547319000,g45c0
1601337448547326000,g6c0
1601337448547329000,g23c0
1601337448547332000,g17c0
1601337448547359000,g35c0
1601337448547371000,g44c0
1601337448547393000,g11c0
1601337448547398000,g40c0
1601337448547403000,g9c0
1601337448547406000,g34c0
1601337448547408000,g5c0
1601337448547410000,g38c0
1601337448547412000,g47c0
1601337448547415000,g2c0
1601337448547432000,g33c0
1601337448547434000,g20c0
1601337448547437000,g39c0
1601337448547439000,g18c0
1601337448547456000,g14c0
1601337448547459000,g3c0
1601337448547461000,g31c0
1601337448547464000,g27c0
1601337448547466000,g10c0
1601337448547468000,g25c0
1601337448547470000,g1c0
1601337448547474000,g12c0
1601337448547476000,g37c0
1601337448547478000,g41c0
1601337448547480000,g21c0
1601337448547482000,g8c0
1601337449544974000,g22c0
1601337449545005000,g33c0
1601337449545024000,g15c0
1601337449545044000,g3c0
1601337449545082000,g1c0
1601337449545115000,g12c0
1601337449545131000,g26c0
1601337449545144000,g18c0
1601337449545148000,g41c0
1601337449545156000,g14c0
1601337449545173000,g11c0
1601337449545201000,g35c0
1601337449545212000,g43c0
1601337449545225000,g16c0
1601337449545278000,g45c0
1601337449545295000,g49c0
1601337449545299000,g5c0
1601337449545315000,g37c0
1601337449545320000,g21c0
1601337449545332000,g20c0
1601337449545351000,g29c0
1601337449545382000,g0c0
1601337449545406000,g32c0
1601337449545435000,g46c0
1601337449545445000,g30c0
1601337449545450000,g17c0
1601337449545454000,g4c0
1601337449545469000,g7c0
1601337449545479000,g13c0
1601337449545490000,g31c0
1601337449545493000,g25c0
1601337449545497000,g27c0
1601337449545500000,g2c0
1601337449545505000,g28c0
1601337449545515000,g8c0
1601337449545532000,g23c0
1601337449545555000,g42c0
1601337449545574000,g38c0
1601337449545651000,g3c0
1601337449545680000,g15c0
1601337449545712000,g1c0
1601337449547177000,g36c0
1601337449547190000,g33c0
1601337449547193000,g14c0
1601337449547195000,g22c0
1601337449547221000,g34c0
1601337449547236000,g21c0
1601337449547238000,g11c0
1601337449547241000,g47c0
1601337449547243000,g12c0
1601337449547263000,g35c0
1601337449547279000,g19c0
1601337449547282000,g44c0
1601337449547284000,g9c0
1601337449547289000,g41c0
1601337449547305000,g32c0
1601337449547308000,g0c0
1601337449547340000,g43c0
1601337449547353000,g6c0
1601337449547360000,g20c0
1601337449547363000,g26c0
1601337449547366000,g45c0
1601337449547368000,g24c0
1601337449547370000,g5c0
1601337449547373000,g49c0
1601337449547384000,g18c0
1601337449547398000,g29c0
1601337449547411000,g16c0
1601337449547413000,g10c0
1601337449547416000,g48c0
1601337449547418000,g37c0
1601337449547420000,g23c0
1601337449547424000,g30c0
1601337449547427000,g42c0
1601337449547451000,g15c0
1601337449547461000,g1c0
1601337449547467000,g31c0
1601337449547478000,g8c0
1601337449547489000,g25c0
1601337449547500000,g38c0
1601337449547503000,g27c0
1601337449547505000,g4c0
1601337449547507000,g40c0
1601337449547510000,g13c0
1601337449547512000,g3c0
1601337449547529000,g39c0
1601337449547531000,g17c0
1601337449547534000,g7c0
1601337449547536000,g28c0
1601337449547540000,g2c0
1601337449547542000,g46c0
1601337449547924000,g47c0
1601337449547929000,g36c0
1601337449547934000,g14c0
1601337449547947000,g11c0
1601337449547962000,g12c0
1601337449547964000,g33c0
1601337449547967000,g22c0
1601337449547973000,g9c0
1601337449548016000,g6c0
1601337450545154000,g20c0
1601337450545249000,g23c0
1601337450545252000,g49c0
1601337450545264000,g31c0
1601337450545274000,g44c0
1601337450545285000,g4c0
1601337450545298000,g17c0
1601337450545308000,g36c0
1601337450545316000,g21c0
1601337450545349000,g26c0
1601337450545376000,g41c0
1601337450545379000,g30c0
1601337450545432000,g29c0
1601337450545439000,g2c0
1601337450545455000,g11c0
1601337450545460000,g3c0
1601337450545462000,g42c0
1601337450545468000,g12c0
1601337450545470000,g47c0
1601337450545472000,g25c0
1601337450545477000,g16c0
1601337450545485000,g48c0
1601337450545490000,g33c0
1601337450545499000,g5c0
1601337450545507000,g18c0
1601337450545517000,g39c0
1601337450545519000,g15c0
1601337450545532000,g46c0
1601337450545547000,g7c0
1601337450545597000,g22c0
1601337450545612000,g6c0
1601337450545617000,g24c0
1601337450545639000,g9c0
1601337450545649000,g45c0
1601337450545655000,g40c0
1601337450545675000,g13c0
1601337450545681000,g43c0
1601337450545691000,g0c0
1601337450545699000,g27c0
1601337450545716000,g19c0
1601337450545719000,g35c0
1601337450545740000,g8c0
1601337450545754000,g10c0
1601337450545760000,g1c0
1601337450545765000,g34c0
1601337450545768000,g28c0
1601337450545794000,g38c0
1601337450545820000,g14c0
1601337450545824000,g20c0
1601337450545829000,g37c0
1601337450545832000,g32c0
1601337450545947000,g21c0
1601337450545955000,g23c0
1601337450546557000,g36c0
1601337450546570000,g26c0
1601337450546579000,g33c0
1601337450546602000,g30c0
1601337450546622000,g41c0
1601337450546625000,g5c0
1601337450547377000,g48c0
1601337450547391000,g31c0
1601337450547394000,g49c0
1601337450547403000,g25c0
1601337450547406000,g17c0
1601337450547408000,g42c0
1601337450547410000,g0c0
1601337450547413000,g15c0
1601337450547421000,g12c0
1601337450547424000,g44c0
1601337450547437000,g2c0
1601337450547451000,g11c0
1601337450547459000,g23c0
1601337450547489000,g46c0
1601337450547496000,g3c0
1601337450547499000,g29c0
1601337450547501000,g47c0
1601337450547503000,g16c0
1601337450547507000,g4c0
1601337450547525000,g27c0
1601337450547532000,g7c0
1601337450547535000,g39c0
1601337450547545000,g38c0
1601337450547548000,g22c0
1601337450547550000,g19c0
1601337450547553000,g20c0
1601337450547555000,g32c0
1601337450547559000,g10c0
1601337450547561000,g18c0
1601337450547573000,g6c0
1601337450547588000,g21c0
1601337450547595000,g37c0
1601337450547598000,g35c0
1601337450547607000,g1c0
1601337450547633000,g14c0
1601337450547636000,g8c0
1601337450547639000,g28c0
1601337450547641000,g24c0
1601337450547643000,g13c0
1601337450547645000,g34c0
1601337450547649000,g43c0
1601337450547651000,g40c0
1601337450547653000,g9c0
1601337450547664000,g45c0
1601337450547666000,g36c0
1601337450547669000,g5c0
1601337450547671000,g33c0
1601337450547680000,g41c0
1601337450547716000,g30c0
1601337450547719000,g26c0
1601337450547831000,g48c0
1601337450547903000,g11c0
1601337450547928000,g49c0
1601337450548002000,g31c0
1601337450548698000,g29c0
1601337450548718000,g16c0
1601337450548733000,g0c0
1601337450548744000,g44c0
1601337450548768000,g10c0
1601337450548789000,g3c0
1601337450548809000,g15c0
1601337450548816000,g42c0
1601337450548825000,g2c0
1601337450548828000,g25c0
1601337450548853000,g27c0
1601337450548858000,g47c0
1601337450548871000,g30c0
1601337450548886000,g23c0
1601337450548899000,g7c0
1601337450548950000,g17c0
1601337450548981000,g48c0
1601337450548986000,g18c0
1601337450548997000,g39c0
1601337450549025000,g46c0
1601337450549058000,g49c0
1601337450549131000,g4c0
1601337450549180000,g12c0
1601337450549216000,g24c0
1601337450549216000,g22c0
1601337450549241000,g41c0
1601337450549253000,g28c0
1601337450549273000,g31c0
1601337450549315000,g8c0
1601337450549346000,g38c0
1601337450549362000,g11c0
1601337450549370000,g36c0
1601337450549382000,g19c0
1601337450549393000,g26c0
1601337450549395000,g34c0
1601337450549403000,g9c0
1601337450549455000,g37c0
1601337450549483000,g33c0
1601337450549505000,g32c0
1601337450549576000,g6c0
1601337450549578000,g35c0
1601337450549582000,g40c0
1601337450549585000,g20c0
1601337450549587000,g43c0
1601337450549602000,g13c0
1601337450549632000,g21c0
1601337450549645000,g5c0
1601337450549650000,g14c0
1601337450549675000,g1c0
1601337450549721000,g17c0
1601337450549769000,g15c0
1601337450549776000,g0c0
1601337450549779000,g25c0
1601337450549781000,g45c0
1601337450549783000,g2c0
1601337450549785000,g29c0
1601337450549802000,g44c0
1601337450549873000,g42c0
1601337450549884000,g10c0
1601337450549919000,g18c0
1601337450549928000,g16c0
1601337450549944000,g49c0
1601337450549968000,g48c0
1601337450549989000,g3c0
1601337450550006000,g12c0
1601337450550022000,g7c0
1601337450550033000,g23c0
1601337450550048000,g27c0
1601337450550092000,g30c0
1601337450550122000,g4c0
1601337450550140000,g31c0
1601337450550157000,g39c0
1601337450550162000,g41c0
1601337450550166000,g47c0
1601337450550177000,g46c0
1601337450550194000,g28c0
1601337450550275000,g9c0
1601337450550304000,g24c0
1601337450550345000,g38c0
1601337450550354000,g22c0
1601337450550359000,g11c0
1601337450550393000,g8c0
1601337450550443000,g5c0
1601337450550448000,g34c0
1601337450550452000,g14c0
1601337450550466000,g36c0
1601337450550470000,g21c0
1601337451544923000,g10c0
1601337451544930000,g49c0
1601337451544950000,g8c0
1601337451544965000,g46c0
1601337451544977000,g35c0
1601337451544992000,g31c0
1601337451545033000,g42c0
1601337451545062000,g7c0
1601337451545067000,g45c0
1601337451545111000,g32c0
1601337451545120000,g26c0
1601337451545137000,g11c0
1601337451545145000,g15c0
1601337451545248000,g12c0
1601337451545271000,g22c0
1601337451545284000,g20c0
1601337451545296000,g6c0
1601337451545298000,g38c0
1601337451545305000,g19c0
1601337451545310000,g14c0
1601337451545320000,g36c0
1601337451545347000,g9c0
1601337451545394000,g33c0
1601337451545397000,g47c0
1601337451545404000,g2c0
1601337451545410000,g44c0
1601337451545422000,g16c0
1601337451545430000,g27c0
1601337451545496000,g8c0
1601337451545593000,g10c0
1601337451545638000,g45c0
1601337451545659000,g48c0
1601337451545696000,g5c0
1601337451545708000,g46c0
1601337451545720000,g42c0
1601337451545736000,g49c0
1601337451545745000,g7c0
1601337451545761000,g35c0
1601337451545785000,g32c0
1601337451545826000,g4c0
1601337451547288000,g11c0
1601337451547340000,g15c0
1601337451547348000,g23c0
1601337451547351000,g31c0
1601337451547353000,g28c0
1601337451547355000,g19c0
1601337451547357000,g6c0
1601337451547360000,g26c0
1601337451547362000,g38c0
1601337451547364000,g12c0
1601337451547383000,g8c0
1601337451547386000,g16c0
1601337451547388000,g20c0
1601337451547391000,g40c0
1601337451547408000,g9c0
1601337451547440000,g14c0
1601337451547442000,g22c0
1601337451547445000,g36c0
1601337451547447000,g30c0
1601337451547449000,g47c0
1601337451547451000,g39c0
1601337451547492000,g3c0
1601337451547502000,g18c0
1601337451547505000,g2c0
1601337451547508000,g46c0
1601337451547510000,g25c0
1601337451547513000,g44c0
1601337451547515000,g33c0
1601337451547517000,g41c0
1601337451547531000,g48c0
1601337451547542000,g45c0
1601337451547545000,g13c0
1601337451547549000,g27c0
1601337451547594000,g10c0
1601337451547597000,g4c0
1601337451547599000,g32c0
1601337451547602000,g5c0
1601337451547604000,g29c0
1601337451547606000,g35c0
1601337451547609000,g21c0
1601337451547612000,g42c0
1601337451547614000,g1c0
1601337451547616000,g7c0
1601337451547638000,g37c0
1601337451547645000,g24c0
1601337451547649000,g49c0
1601337451547651000,g17c0
1601337451547654000,g34c0
1601337451547656000,g0c0
1601337451547658000,g43c0
1601337451547723000,g23c0
1601337451547793000,g11c0
1601337451548241000,g20c0
1601337451548255000,g15c0
1601337451548267000,g38c0
1601337451548338000,g12c0
1601337451548343000,g31c0
1601337451548346000,g26c0
1601337451548359000,g28c0
1601337451548432000,g19c0
1601337451548434000,g40c0
1601337451548443000,g9c0
1601337451548449000,g33c0
1601337451548488000,g16c0
1601337451548499000,g18c0
1601337451548504000,g6c0
1601337451548509000,g47c0
1601337451548518000,g8c0
1601337451548543000,g48c0
1601337451548548000,g13c0
1601337451548557000,g30c0
1601337451548570000,g43c0
1601337451548610000,g36c0
1601337451548644000,g39c0
1601337451548675000,g2c0
1601337451548680000,g49c0
1601337451548692000,g1c0
1601337451548696000,g0c0
1601337451548703000,g22c0
1601337451548722000,g24c0
1601337451548742000,g44c0
1601337451548761000,g11c0
1601337451548793000,g14c0
1601337451548813000,g42c0
1601337451548842000,g10c0
1601337451548868000,g17c0
1601337451548879000,g4c0
1601337451548911000,g25c0
1601337451548923000,g45c0
1601337451548939000,g41c0
1601337451548960000,g34c0
1601337451548972000,g3c0
1601337451548985000,g35c0
1601337451549015000,g7c0
1601337451549066000,g21c0
1601337451549097000,g46c0
1601337451549104000,g37c0
1601337451549109000,g27c0
1601337451549112000,g28c0
1601337451549127000,g29c0
1601337451549131000,g12c0
1601337451549135000,g20c0
1601337451549137000,g32c0
1601337451549139000,g5c0
1601337451549148000,g38c0
1601337451549166000,g23c0
1601337451549168000,g15c0
1601337451549362000,g16c0
1601337451549365000,g18c0
1601337451549368000,g13c0
1601337451549370000,g30c0
1601337451549373000,g47c0
1601337451549382000,g26c0
1601337451549394000,g6c0
1601337451549452000,g14c0
1601337451549455000,g4c0
1601337451549466000,g31c0
1601337451549497000,g8c0
1601337451549500000,g43c0
1601337451549507000,g24c0
1601337451549511000,g19c0
1601337451549519000,g42c0
1601337451549542000,g48c0
1601337451549573000,g10c0
1601337451549576000,g9c0
1601337451549588000,g44c0
1601337451549608000,g11c0
1601337451549613000,g17c0
1601337451549624000,g33c0
1601337451549638000,g36c0
1601337451549659000,g40c0
1601337451549663000,g0c0
1601337451549675000,g35c0
1601337451549705000,g39c0
1601337451549776000,g7c0
1601337451549804000,g49c0
1601337451549807000,g1c0
1601337451549817000,g15c0
1601337451549887000,g21c0
1601337451549916000,g30c0
1601337451549964000,g2c0
1601337451549968000,g22c0
1601337451550083000,g47c0
1601337451550099000,g16c0
1601337451550109000,g27c0
1601337451550115000,g31c0
1601337451550123000,g28c0
1601337451550164000,g41c0
1601337451550189000,g18c0
1601337451550195000,g13c0
1601337451550202000,g23c0
1601337451550209000,g3c0
1601337451550225000,g46c0
1601337451550238000,g35c0
1601337451550242000,g20c0
1601337451550245000,g26c0
1601337451550254000,g29c0
1601337451550256000,g6c0
1601337451550259000,g8c0
1601337451550268000,g34c0
1601337452545246000,g9c0
1601337452545279000,g42c0
1601337452545297000,g6c0
1601337452545301000,g23c0
1601337452545310000,g18c0
1601337452545321000,g14c0
1601337452545356000,g8c0
1601337452545368000,g34c0
1601337452545372000,g40c0
1601337452545412000,g30c0
1601337452545430000,g49c0
1601337452545437000,g2c0
1601337452545443000,g21c0
1601337452545447000,g22c0
1601337452545451000,g19c0
1601337452545462000,g26c0
1601337452545478000,g13c0
1601337452545498000,g48c0
1601337452545501000,g38c0
1601337452545537000,g47c0
1601337452545589000,g4c0
1601337452545600000,g32c0
1601337452545605000,g43c0
1601337452545610000,g31c0
1601337452545619000,g16c0
1601337452545642000,g25c0
1601337452545648000,g41c0
1601337452545668000,g45c0
1601337452545703000,g35c0
1601337452545740000,g37c0
1601337452545752000,g27c0
1601337452545779000,g44c0
1601337452545791000,g15c0
1601337452545843000,g20c0
1601337452545877000,g17c0
1601337452545903000,g39c0
1601337452545928000,g24c0
1601337452545943000,g1c0
1601337452545993000,g36c0
1601337452546000000,g5c0
1601337452546047000,g29c0
1601337452546051000,g7c0
1601337452546064000,g10c0
1601337452546101000,g0c0
1601337452546127000,g46c0
1601337452546131000,g3c0
1601337452546136000,g11c0
1601337452547478000,g28c0
1601337452547492000,g12c0
1601337452547494000,g33c0
1601337452547509000,g18c0
1601337452547512000,g34c0
1601337452547523000,g49c0
1601337452547526000,g14c0
1601337452547528000,g9c0
1601337452547534000,g6c0
1601337452547552000,g23c0
1601337452547556000,g40c0
1601337452547568000,g42c0
1601337452547571000,g8c0
1601337452547586000,g2c0
1601337452547592000,g30c0
1601337452547597000,g35c0
1601337452547621000,g15c0
1601337452547638000,g4c0
1601337452547652000,g26c0
1601337452547667000,g17c0
1601337452547670000,g19c0
1601337452547685000,g27c0
1601337452547688000,g38c0
1601337452547690000,g32c0
1601337452547692000,g37c0
1601337452547695000,g21c0
1601337452547715000,g44c0
1601337452547728000,g43c0
1601337452547733000,g5c0
1601337452547736000,g47c0
1601337452547738000,g20c0
1601337452547741000,g31c0
1601337452547743000,g1c0
1601337452547879000,g13c0
1601337452547882000,g24c0
1601337452547884000,g22c0
1601337452547887000,g39c0
1601337452547889000,g16c0
1601337452547891000,g36c0
1601337452547894000,g48c0
1601337452547896000,g3c0
1601337452547898000,g41c0
1601337452547903000,g25c0
1601337452547905000,g11c0
1601337452547907000,g46c0
1601337452547909000,g45c0
1601337452547912000,g0c0
1601337452547914000,g29c0
1601337452547916000,g7c0
1601337452547918000,g10c0
1601337452547992000,g18c0
1601337452548025000,g28c0
1601337452548037000,g12c0
1601337452548122000,g33c0
1601337452548142000,g34c0
1601337452548730000,g35c0
1601337452548754000,g23c0
1601337452548759000,g6c0
1601337452548779000,g9c0
1601337452548788000,g14c0
1601337452548800000,g17c0
1601337452548820000,g42c0
1601337452548825000,g2c0
1601337452548856000,g49c0
1601337452548860000,g26c0
1601337452548894000,g8c0
1601337452548897000,g20c0
1601337452548914000,g15c0
1601337452548936000,g40c0
1601337452548965000,g4c0
1601337452548971000,g37c0
1601337452549058000,g19c0
1601337452549063000,g43c0
1601337452549067000,g38c0
1601337452549085000,g30c0
1601337452549106000,g16c0
1601337452549123000,g47c0
1601337452549219000,g29c0
1601337452549231000,g1c0
1601337452549236000,g12c0
1601337452549262000,g25c0
1601337452549312000,g33c0
1601337452549326000,g24c0
1601337452549331000,g22c0
1601337452549338000,g31c0
1601337452549344000,g41c0
1601337452549360000,g3c0
1601337452549362000,g45c0
1601337452549385000,g46c0
1601337452549392000,g5c0
1601337452549403000,g21c0
1601337452549439000,g39c0
1601337452549456000,g7c0
1601337452549484000,g32c0
1601337452549531000,g11c0
1601337452549565000,g10c0
1601337452549576000,g36c0
1601337452549648000,g18c0
1601337452549688000,g34c0
1601337452549707000,g42c0
1601337452549713000,g0c0
1601337452549716000,g44c0
1601337452549727000,g35c0
1601337452549730000,g27c0
1601337452549738000,g13c0
1601337452549744000,g17c0
1601337452549751000,g28c0
1601337452549756000,g6c0
1601337452549762000,g48c0
1601337452549780000,g38c0
1601337452549791000,g9c0
1601337452549801000,g14c0
1601337452549819000,g23c0
1601337452550282000,g26c0
1601337452550336000,g8c0
1601337452550376000,g16c0
1601337452550386000,g33c0
1601337452550453000,g20c0
1601337452550508000,g47c0
1601337452550513000,g25c0
1601337452550524000,g30c0
1601337452550526000,g15c0
1601337452550533000,g12c0
1601337452550543000,g32c0
1601337452550545000,g43c0
1601337452550596000,g2c0
1601337452550825000,g14c0
1601337452550858000,g40c0
